group	y
181	-1.26498021433492
182	-1.32100902236986
183	-1.37478577571052
184	-1.42637710776811
185	-1.47584783448733
186	-1.52326100256888
187	-1.56867793642526
188	-1.61215828390315
189	-1.65376006080448
190	-1.6935396942378
191	-1.7315520648304
192	-1.76785054783116
193	-1.80248705313296
194	-1.8355120642432
195	-1.86697467622962
196	-1.89692263266864
197	-1.92540236162193
198	-1.95245901066699
199	-1.97813648100627
200	-2.00247746067909
201	-2.02552345689976
202	-2.04731482754488
203	-2.06789081181201
204	-2.08728956007141
205	-2.10554816293209
206	0
207	-0.101808996893149
208	-0.200034967007904
209	-0.294780640345575
210	-0.386145973659778
211	-0.474228223764967
212	-0.559122018922062
213	-0.640919428351467
214	-0.719710029922461
215	-0.795580976066646
216	-0.868617057961927
217	-0.938900768032233
218	-1.00651236080706
219	-1.07152991218374
220	-1.13402937713418
221	-1.19408464589686
222	-1.25176759869357
223	-1.30714815900964
224	-1.36029434547515
225	-1.41127232238373
226	-1.46014644888464
227	-1.5069793268828
228	-1.55183184768063
229	-1.59476323739455
230	-1.63583110117832
231	-1.67509146628428
232	-1.71259882399307
233	-1.74840617044139
234	-1.78256504637653
235	-1.81512557586596
236	-1.84613650398916
237	-1.87564523353845
238	-1.90369786075465
239	-1.93033921012297
240	-1.9556128682536
241	-1.97956121687108
242	-2.00222546493569
243	-2.02364567991963
244	-2.04386081826016
245	-2.06290875501117
246	-2.0808263127142
247	0
248	-0.101095389907764
249	-0.198627013007959
250	-0.292697090220744
251	-0.383405082571515
252	-0.470847764150208
253	-0.555119293156818
254	-0.636311281083206
255	-0.714512860079914
256	-0.789810748555481
257	-0.862289315054487
258	-0.932030640459337
259	-0.999114578559655
260	-1.06361881503196
261	-1.12561892487125
262	-1.18518842831496
263	-1.24239884529872
264	-1.29731974848242
265	-1.35001881488385
266	-1.40056187615645
267	-1.44901296754664
268	-1.49543437556518
269	-1.53988668440634
270	-1.58242882114763
271	-1.62311809976185
272	-1.66201026397278
273	-1.69915952898456
274	-1.73461862211439
275	-1.76843882235716
276	-1.80066999890998
277	-1.83136064868393
278	-1.86055793282937
279	-1.88830771230081
280	-1.91465458248635
281	-1.93964190692626
282	-1.96331185014451
283	-1.98570540961648
284	-2.00686244689548
285	-2.02682171792014
286	-2.04562090252399
287	-2.06329663316831
288	0
289	-0.0986708720585633
290	-0.193843414089178
291	-0.285618117381605
292	-0.374092758698134
293	-0.459362472046361
294	-0.541519818569193
295	-0.620654854601305
296	-0.696855197940028
297	-0.77020609237736
298	-0.840790470538586
299	-0.908689015071806
300	-0.973980218231506
301	-1.03674043989819
302	-1.09704396407496
303	-1.15496305390095
304	-1.21056800522035
305	-1.26392719874485
306	-1.31510715084624
307	-1.3641725630152
308	-1.41118637002088
309	-1.45620978680552
310	-1.49930235414714
311	-1.54052198312246
312	-1.57992499840154
313	-1.61756618040465
314	-1.65349880635129
315	-1.68777469023009
316	-1.72044422171809
317	-1.75155640407685
318	-1.78115889105196
319	-1.8092980228024
320	-1.83601886088482
321	-1.86136522231768
322	-1.88537971274924
323	-1.90810375875294
324	-1.92957763927294
325	-1.94984051624214
326	-1.96893046439431
327	-1.98688450029144
328	-2.00373861058691
329	0
330	-0.0970487674625881
331	-0.190642984859914
332	-0.280881986286124
333	-0.367862421660524
334	-0.451678327706526
335	-0.532421197068549
336	-0.610180045615588
337	-0.685041477978871
338	-0.757089751369796
339	-0.826406837723141
340	-0.89307248420934
341	-0.957164272158507
342	-1.01875767443774
343	-1.07792611132219
344	-1.13474100489925
345	-1.18927183204436
346	-1.24158617600563
347	-1.2917497766338
348	-1.33982657929301
349	-1.38587878248677
350	-1.42996688423285
351	-1.47214972721981
352	-1.51248454277703
353	-1.55102699368935
354	-1.58783121588644
355	-1.62294985903651
356	-1.65643412607292
357	-1.68833381168161
358	-1.71869733977672
359	-1.74757179999066
360	-1.77500298320455
361	-1.80103541614421
362	-1.82571239506599
363	-1.84907601855649
364	-1.87116721946913
365	-1.89202579602043
366	-1.91169044206773
367	-1.93019877659008
368	-1.94758737239285
369	-1.96389178405671
370	0
371	-0.096417585686589
372	-0.189397656654878
373	-0.279039096719305
374	-0.36543811733007
375	-0.448688328243183
376	-0.528880806336552
377	-0.606104162620582
378	-0.680444607490531
379	-0.751986014266587
380	-0.820809981066487
381	-0.886995891054266
382	-0.950620971107639
383	-1.01176034894538
384	-1.07048710875495
385	-1.12687234535972
386	-1.18098521696383
387	-1.23289299651204
388	-1.28266112170077
389	-1.3303532436756
390	-1.37603127444958
391	-1.41975543307594
392	-1.46158429060766
393	-1.50157481387569
394	-1.5397824081168
395	-1.57626095848106
396	-1.61106287044842
397	-1.64423910918275
398	-1.6758392378513
399	-1.70591145493669
400	-1.7345026305676
401	-1.7616583418941
402	-1.78742290753241
403	-1.81183942110368
404	-1.83494978389026
405	-1.85679473663279
406	-1.87741389049043
407	-1.89684575718635
408	-1.91512777835952
409	-1.93229635414394
410	-1.9483868709952
411	0
412	-0.0938829792968258
413	-0.184396851901223
414	-0.271638693461002
415	-0.355702954686992
416	-0.43668153078269
417	-0.514663829052356
418	-0.589736834735179
419	-0.661985175111931
420	-0.731491181929283
421	-0.798334952185802
422	-0.862594407322482
423	-0.924345350859543
424	-0.983661524520152
425	-1.04061466288065
426	-1.09527454658585
427	-1.14770905416687
428	-1.19798421249825
429	-1.24616424592973
430	-1.29231162412748
431	-1.33648710865867
432	-1.37874979835198
433	-1.41915717346636
434	-1.4577651386991
435	-1.49462806506355
436	-1.52979883066622
437	-1.5633288604119
438	-1.59526816466496
439	-1.62566537689417
440	-1.65456779032753
441	-1.68202139364321
442	-1.70807090572164
443	-1.73275980948344
444	-1.75613038483718
445	-1.77822374076008
446	-1.7990798465346
447	-1.81873756216281
448	-1.8372346679802
449	-1.8546078934899
450	-1.87089294543759
451	-1.88612453514717
452	0
453	-0.088512340298982
454	-0.173800525331915
455	-0.255957799378459
456	-0.33507488227605
457	-0.411240036221255
458	-0.484539130818206
459	-0.555055706420002
460	-0.622871035807707
461	-0.688064184250449
462	-0.750712067988957
463	-0.810889511183789
464	-0.868669301368422
465	-0.924122243446305
466	-0.977317212269995
467	-1.02832120383945
468	-1.07719938515564
469	-1.1240151427646
470	-1.16883013002632
471	-1.21170431314168
472	-1.25269601597004
473	-1.29186196366912
474	-1.32925732518796
475	-1.36493575464302
476	-1.3989494316066
477	-1.43134910033609
478	-1.46218410797182
479	-1.49150244173035
480	-1.51935076511968
481	-1.54577445320194
482	-1.57081762692835
483	-1.59452318657098
484	-1.61693284427477
485	-1.63808715575294
486	-1.65802555114817
487	-1.67678636508143
488	-1.69440686590978
489	-1.71092328421367
490	-1.72637084053424
491	-1.74078377237988
492	-1.75419536052156
493	0
494	-0.0880158435198638
495	-0.172820932025745
496	-0.254508155600725
497	-0.333167889176056
498	-0.408888059089525
499	-0.481754207897271
500	-0.551849557484729
501	-0.619255070521207
502	-0.684049510301414
503	-0.74630949901615
504	-0.806109574493237
505	-0.863522245448732
506	-0.918618045287381
507	-0.971465584490283
508	-1.02213160162673
509	-1.07068101302621
510	-1.11717696114564
511	-1.161680861666
512	-1.20425244935156
513	-1.24494982270413
514	-1.28382948744386
515	-1.32094639884728
516	-1.35635400297252
517	-1.39010427680083
518	-1.42224776732272
519	-1.45283362959646
520	-1.48190966380567
521	-1.50952235134239
522	-1.53571688994102
523	-1.56053722788795
524	-1.58402609733129
525	-1.60622504671396
526	-1.62717447235334
527	-1.64691364918974
528	-1.66548076072541
529	-1.68291292817537
530	-1.69924623885069
531	-1.7145157737942
532	-1.72875563468848
533	-1.74199897005486
534	0
535	-0.087200288313081
536	-0.171211833125253
537	-0.252126942709454
538	-0.330035425447366
539	-0.405024655988657
540	-0.477179639674107
541	-0.546583075268013
542	-0.613315416044115
543	-0.677454929268108
544	-0.739077754118692
545	-0.798257958088001
546	-0.855067591901211
547	-0.909576742994046
548	-0.961853587585945
549	-1.0119644413856
550	-1.05997380896469
551	-1.10594443183462
552	-1.14993733526024
553	-1.19201187384358
554	-1.23222577590977
555	-1.27063518672655
556	-1.30729471058787
557	-1.34225745179123
558	-1.37557505453789
559	-1.40729774178399
560	-1.43747435307008
561	-1.46615238135588
562	-1.4933780088862
563	-1.51919614211349
564	-1.54365044570159
565	-1.5667833756349
566	-1.58863621145623
567	-1.60924908765633
568	-1.62866102423706
569	-1.64690995647013
570	-1.66403276387225
571	-1.68006529841732
572	-1.6950424120057
573	-1.70899798320976
574	-1.72196494331509
575	0
576	-0.0865638944026921
577	-0.169956221324887
578	-0.250268835041523
579	-0.327591101844409
580	-0.402009965890031
581	-0.473610013319363
582	-0.542473534694897
583	-0.608680585798904
584	-0.672309046835798
585	-0.733434680080351
586	-0.792131186012431
587	-0.848470257977838
588	-0.902521635413822
589	-0.954353155676829
590	-1.00403080450904
591	-1.05161876517934
592	-1.0971794663334
593	-1.14077362858661
594	-1.18246030989285
595	-1.22229694972106
596	-1.26033941207082
597	-1.29664202735739
598	-1.33125763319568
599	-1.36423761411213
600	-1.39563194021239
601	-1.42548920483232
602	-1.4538566611987
603	-1.48078025812585
604	-1.50630467477312
605	-1.53047335448804
606	-1.55332853775898
607	-1.57491129430071
608	-1.5952615542954
609	-1.61441813881142
610	-1.63241878942124
611	-1.64930019703958
612	-1.66509803000213
613	-1.67984696140476
614	-1.69358069572257
615	-1.70633199472776
616	0
617	-0.0855207723488887
618	-0.167898130669718
619	-0.247223185083031
620	-0.323584577245019
621	-0.397068545684837
622	-0.467758989427266
623	-0.53573752994558
624	-0.601083571488288
625	-0.663874359822307
626	-0.724185039433978
627	-0.782088709228284
628	-0.837656476765555
629	-0.890957511073933
630	-0.942059094074846
631	-0.991026670657806
632	-1.03792389743986
633	-1.0828126902441
634	-1.1257532703308
635	-1.16680420941377
636	-1.20602247349376
637	-1.24346346553982
638	-1.27918106704886
639	-1.31322767851268
640	-1.34565425882111
641	-1.37651036362912
642	-1.40584418271501
643	-1.43370257635602
644	-1.4601311107473
645	-1.48517409248894
646	-1.50887460216585
647	-1.53127452704393
648	-1.55241459290581
649	-1.57233439504873
650	-1.59107242846638
651	-1.60866611723616
652	-1.62515184313266
653	-1.64056497348759
654	-1.65493988831597
655	-1.66831000672763
656	-1.68070781264304
657	0
658	-0.0846678574186026
659	-0.166215320646409
660	-0.244732891341708
661	-0.320308618658084
662	-0.393028164164323
663	-0.462974865060578
664	-0.530229795735357
665	-0.594871827706728
666	-0.656977687990027
667	-0.716622015933221
668	-0.773877418560025
669	-0.828814524459808
670	-0.881502036262319
671	-0.932006781734257
672	-0.98039376353374
673	-1.02672620765781
674	-1.07106561061716
675	-1.11347178537138
676	-1.15400290605721
677	-1.19271555154131
678	-1.22966474782839
679	-1.26490400935463
680	-1.29848537919551
681	-1.33045946821657
682	-1.36087549319473
683	-1.38978131393703
684	-1.41722346942324
685	-1.44324721299762
686	-1.46789654663503
687	-1.49121425430534
688	-1.51324193445999
689	-1.5340200316635
690	-1.55358786739243
691	-1.57198367002357
692	-1.58924460403262
693	-1.60540679842389
694	-1.62050537441143
695	-1.63457447237092
696	-1.64764727808163
697	-1.65975604827689
698	0
699	-0.0806692093359255
700	-0.158325946414256
701	-0.233057860291772
702	-0.304950222342776
703	-0.37408598922213
704	-0.440545864175661
705	-0.504408356741181
706	-0.565749840882219
707	-0.624644611595466
708	-0.681164940031876
709	-0.735381127170302
710	-0.787361556081541
711	-0.837172742819678
712	-0.884879385976643
713	-0.930544414934964
714	-0.974229036852778
715	-1.01599278241429
716	-1.05589355037796
717	-1.09398765095394
718	-1.13032984804134
719	-1.1649734003552
720	-1.19797010147222
721	-1.22937031882356
722	-1.2592230316623
723	-1.2875758680323
724	-1.31447514076476
725	-1.33996588252777
726	-1.36409187995377
727	-1.38689570686904
728	-1.40841875664866
729	-1.42870127371992
730	-1.44778238423646
731	-1.46570012594486
732	-1.48249147726478
733	-1.49819238560331
734	-1.51283779492362
735	-1.52646167258728
736	-1.53909703548954
737	-1.55077597550575
738	-1.56152968426737
739	0
740	-0.0793059540063077
741	-0.155636229478194
742	-0.229077502937687
743	-0.299714098733416
744	-0.367628051336481
745	-0.432899166001138
746	-0.495605077833065
747	-0.555821309306869
748	-0.613621326273415
749	-0.669076592496474
750	-0.722256622757195
751	-0.773229034563839
752	-0.822059598503309
753	-0.868812287269983
754	-0.91354932340649
755	-0.95633122579012
756	-0.997216854897699
757	-1.0362634568809
758	-1.07352670648315
759	-1.10906074882836
760	-1.14291824011116
761	-1.17515038721725
762	-1.20580698630198
763	-1.23493646035428
764	-1.26258589577279
765	-1.28880107797965
766	-1.31362652609755
767	-1.33710552671424
768	-1.35928016675865
769	-1.38019136551168
770	-1.39987890577446
771	-1.41838146421604
772	-1.43573664092214
773	-1.45198098816569
774	-1.46715003841977
775	-1.48127833163255
776	-1.49439944178379
777	-1.50654600274158
778	-1.51774973343767
779	-1.52804146237931
780	0
781	-0.0779589041364477
782	-0.152978486082685
783	-0.225144461386829
784	-0.294540218629433
785	-0.361246881060135
786	-0.42534336661634
787	-0.486906446366248
788	-0.546010801417474
789	-0.602729078331379
790	-0.657131943082229
791	-0.709288133599254
792	-0.759264510928674
793	-0.807126109051815
794	-0.852936183394487
795	-0.896756258061858
796	-0.938646171832186
797	-0.978664122941895
798	-1.01686671269362
799	-1.05330898791804
800	-1.08804448231948
801	-1.12112525673451
802	-1.15260193833203
803	-1.18252375878247
804	-1.21093859142317
805	-1.2378929874462
806	-1.26343221113418
807	-1.28760027416903
808	-1.31043996903804
809	-1.33199290156069
810	-1.35229952255941
811	-1.37139915869665
812	-1.38933004250007
813	-1.40612934159712
814	-1.42183318717979
815	-1.43647670171954
816	-1.45009402595226
817	-1.46271834515211
818	-1.47438191471323
819	-1.48511608505703
820	-1.49495132588317
821	0
822	-0.0730425034271156
823	-0.143278376378314
824	-0.210789827083289
825	-0.27565682879928
826	-0.337957179041711
827	-0.397766557259715
828	-0.455158580997224
829	-0.51020486057926
830	-0.562975052362011
831	-0.613536910584269
832	-0.661956337856835
833	-0.708297434325526
834	-0.7526225455425
835	-0.794992309079701
836	-0.835465699917346
837	-0.874100074639508
838	-0.910951214468027
839	-0.946073367165144
840	-0.979519287834484
841	-1.01134027864921
842	-1.04158622753544
843	-1.0703056458383
844	-1.09754570499718
845	-1.12335227225621
846	-1.1477699454352
847	-1.17084208678561
848	-1.19261085595549
849	-1.21311724208688
850	-1.23240109506809
851	-1.2505011559634
852	-1.26745508664127
853	-1.28329949862246
854	-1.2980699811682
855	-1.31180112862852
856	-1.32452656706994
857	-1.33627898020154
858	-1.3470901346178
859	-1.35699090437591
860	-1.36601129492529
861	-1.37418046640604
862	0
863	-0.0713108342400241
864	-0.139861775071879
865	-0.205733795367196
866	-0.269005665427946
867	-0.329754011369619
868	-0.388053371971438
869	-0.443976254033698
870	-0.497593186281301
871	-0.548972771851532
872	-0.59818173940311
873	-0.6452849928826
874	-0.690345659983319
875	-0.733425139330958
876	-0.774583146429238
877	-0.81387775839805
878	-0.851365457535698
879	-0.887101173736
880	-0.921138325790245
881	-0.953528861603183
882	-0.984323297351476
883	-1.01357075561231
884	-1.04131900248908
885	-1.06761448376054
886	-1.09250236007873
887	-1.11602654124092
888	-1.13822971955951
889	-1.15915340235374
890	-1.17883794358601
891	-1.19732257466542
892	-1.21464543444014
893	-1.23084359839999
894	-1.24595310710989
895	-1.26000899389425
896	-1.27304531179207
897	-1.28509515980171
898	-1.29619070843399
899	-1.30636322459178
900	-1.31564309579375
901	-1.32405985375927
902	-1.33164219737152
903	0
904	-0.0624072800460141
905	-0.122294970096692
906	-0.179737691303878
907	-0.234808028852015
908	-0.287576585984057
909	-0.338112036608247
910	-0.386481176522889
911	-0.432748973295279
912	-0.476978614830016
913	-0.519231556660999
914	-0.559567568000508
915	-0.598044776577899
916	-0.634719712299609
917	-0.669647349761295
918	-0.702881149642187
919	-0.734473099010896
920	-0.764473750571173
921	-0.792932260875389
922	-0.819896427532738
923	-0.84541272543851
924	-0.86952634205004
925	-0.892281211734319
926	-0.913720049211562
927	-0.933884382118414
928	-0.952814582713845
929	-0.9705498987502
930	-0.987128483531249
931	-1.00258742517856
932	-1.01696277512689
933	-1.03028957586887
934	-1.04260188796851
935	-1.05393281636289
936	-1.06431453597045
937	-1.07377831662423
938	-1.08235454734766
939	-1.09007275999018
940	-1.09696165223936
941	-1.10304911002608
942	-1.10836222933838
943	-1.11292733745972
944	0
945	-0.0618128692179608
946	-0.121122191354178
947	-0.178002163512872
948	-0.232524957953403
949	-0.284760775825294
950	-0.334777899491713
951	-0.382642743478344
952	-0.428419904083636
953	-0.472172207685446
954	-0.513960757778204
955	-0.553844980773821
956	-0.591882670598697
957	-0.628130032118347
958	-0.662641723420324
959	-0.695470896985325
960	-0.726669239775606
961	-0.756287012269015
962	-0.78437308646628
963	-0.810974982898412
964	-0.836138906660422
965	-0.859909782496823
966	-0.882331288963773
967	-0.90344589169202
968	-0.9232948757742
969	-0.941918377299434
970	-0.959355414057543
971	-0.975643915434627
972	-0.990820751521214
973	-1.00492176145357
974	-1.0179817810083
975	-1.03003466946975
976	-1.04111333578931
977	-1.05124976405519
978	-1.06047503829061
979	-1.06881936659817
980	-1.07631210466743
981	-1.08298177866243
982	-1.08885610750532
983	-1.09396202457213
984	-1.09832569881578
985	0
986	-0.0613082497024261
987	-0.120126571804624
988	-0.176528803419546
989	-0.230586766257665
990	-0.282370320115047
991	-0.331947414956325
992	-0.37938414162936
993	-0.424744781247382
994	-0.468091853273501
995	-0.50948616234153
996	-0.548986843846212
997	-0.586651408335049
998	-0.622535784733105
999	-0.656694362431332
1000	-0.68918003226817
1001	-0.720044226433386
1002	-0.749336957322381
1003	-0.777106855368425
1004	-0.803401205879599
1005	-0.828265984906486
1006	-0.851745894166007
1007	-0.873884395046103
1008	-0.894723741715347
1009	-0.914305013360909
1010	-0.932668145577724
1011	-0.949851960931075
1012	-0.965894198714253
1013	-0.980831543922372
1014	-0.994699655462876
1015	-1.00753319362273
1016	-1.01936584681179
1017	-1.03023035760126
1018	-1.04015854807576
1019	-1.04918134451703
1020	-1.05732880143661
1021	-1.0646301249748
1022	-1.07111369568229
1023	-1.07680709070079
1024	-1.08173710535835
1025	-1.08592977419467
1026	0
1027	-0.0597874547618942
1028	-0.11712602757864
1029	-0.172088470641021
1030	-0.22474554919428
1031	-0.275166094281932
1032	-0.323417054103932
1033	-0.369563544025456
1034	-0.413668895271615
1035	-0.45579470234249
1036	-0.496000869181968
1037	-0.534345654133029
1038	-0.570885713711208
1039	-0.605676145227198
1040	-0.638770528288709
1041	-0.670220965210918
1042	-0.700078120364087
1043	-0.72839125848618
1044	-0.755208281987563
1045	-0.780575767274192
1046	-0.804539000114979
1047	-0.827142010078374
1048	-0.848427604062523
1049	-0.868437398942755
1050	-0.88721185335951
1051	-0.90479029866921
1052	-0.921210969080017
1053	-0.93651103099381
1054	-0.950726611575186
1055	-0.963892826567729
1056	-0.97604380737727
1057	-0.987212727441345
1058	-0.997431827903539
1059	-1.00673244261095
1060	-1.01514502245251
1061	-1.02269915905538
1062	-1.02942360785638
1063	-1.03534631056464
1064	-1.04049441703161
1065	-1.04489430654384
1066	-1.04857160855372
1067	0
1068	-0.0578990839379203
1069	-0.113400252313758
1070	-0.166574910170621
1071	-0.217492510941052
1072	-0.266220608266694
1073	-0.312824906456468
1074	-0.357369309618866
1075	-0.39991596950308
1076	-0.440525332082747
1077	-0.479256182915229
1078	-0.516165691308474
1079	-0.551309453326667
1080	-0.584741533665078
1081	-0.616514506423698
1082	-0.6466794948085
1083	-0.675286209788395
1084	-0.702382987735231
1085	-0.728016827073458
1086	-0.75223342396538
1087	-0.775077207057276
1088	-0.796591371310947
1089	-0.81681791094467
1090	-0.835797651506865
1091	-0.853570281105195
1092	-0.870174380813225
1093	-0.885647454276176
1094	-0.900025956536756
1095	-0.913345322101503
1096	-0.925639992267526
1097	-0.936943441729037
1098	-0.947288204482538
1099	-0.956705899049021
1100	-0.965227253031122
1101	-0.972882127022606
1102	-0.979699537887198
1103	-0.985707681423261
1104	-0.990933954430438
1105	-0.99540497619392
1106	-0.999146609401617
1107	-1.00218398050909
1108	0
1109	-0.0568488916476853
1110	-0.111328212008616
1111	-0.163508616927659
1112	-0.213458830290187
1113	-0.261245695327805
1114	-0.306934224575995
1115	-0.350587648518972
1116	-0.3922674629561
1117	-0.432033475123328
1118	-0.469943848602243
1119	-0.50605514704846
1120	-0.540422376770266
1121	-0.573099028187612
1122	-0.604137116200759
1123	-0.633587219497134
1124	-0.661498518824181
1125	-0.687918834255295
1126	-0.712894661475192
1127	-0.736471207110392
1128	-0.758692423129832
1129	-0.779601040339941
1130	-0.799238600997906
1131	-0.817645490566221
1132	-0.834860968631007
1133	-0.850923199006008
1134	-0.865869279043592
1135	-0.879735268173537
1136	-0.892556215689823
1137	-0.904366187805131
1138	-0.915198293992253
1139	-0.925084712631071
1140	-0.934056715979315
1141	-0.942144694484833
1142	-0.949378180456598
1143	-0.955785871111293
1144	-0.961395651011813
1145	-0.966234613913642
1146	-0.970329084034614
1147	-0.973704636763181
1148	-0.976386118819907
1149	0
1150	-0.0561196598440255
1151	-0.109889430079798
1152	-0.161379446324421
1153	-0.210657925880806
1154	-0.257791218686518
1155	-0.302843856923875
1156	-0.345878603326327
1157	-0.386956498215243
1158	-0.426136905300337
1159	-0.46347755627608
1160	-0.499034594245637
1161	-0.532862616002998
1162	-0.565014713203209
1163	-0.595542512449808
1164	-0.624496214327804
1165	-0.651924631409823
1166	-0.677875225262294
1167	-0.70239414247786
1168	-0.725526249759519
1169	-0.747315168081321
1170	-0.767803305949804
1171	-0.787031891789725
1172	-0.805041005477014
1173	-0.821869609041296
1174	-0.837555576559726
1175	-0.85213572326332
1176	-0.865645833876418
1177	-0.878120690209369
1178	-0.889594098023988
1179	-0.900098913190863
1180	-0.909667067157054
1181	-0.918329591742244
1182	-0.926116643280968
1183	-0.933057526128031
1184	-0.939180715543822
1185	-0.944513879975764
1186	-0.949083902751747
1187	-0.952916903200934
1188	-0.956038257216978
1189	-0.958472617278245
1190	0
1191	-0.0524419586089699
1192	-0.102633287314171
1193	-0.150641498091948
1194	-0.196532253421162
1195	-0.240369415432229
1196	-0.282215093764428
1197	-0.322129692165279
1198	-0.360171953864928
1199	-0.396399005757597
1200	-0.43086640142133
1201	-0.463628163006443
1202	-0.494736822022297
1203	-0.524243459051232
1204	-0.552197742417761
1205	-0.578647965840357
1206	-0.603641085092506
1207	-0.62722275369893
1208	-0.649437357692274
1209	-0.670328049454859
1210	-0.689936780669439
1211	-0.708304334402329
1212	-0.72547035634161
1213	-0.741473385212544
1214	-0.75635088239176
1215	-0.770139260741186
1216	-0.782873912682193
1217	-0.794589237529822
1218	-0.805318668106514
1219	-0.815094696654197
1220	-0.823948900063135
1221	-0.831911964435427
1222	-0.839013709000603
1223	-0.8452831094003
1224	-0.85074832035854
1225	-0.855436697753735
1226	-0.859374820108088
1227	-0.862588509509666
1228	-0.865102851982024
1229	-0.86694221731586
1230	-0.868130278376804
1231	0
1232	-0.0520854306888732
1233	-0.101929854021795
1234	-0.149600527631124
1235	-0.195162866323047
1236	-0.238680491052135
1237	-0.280215276608727
1238	-0.319827398052831
1239	-0.357575375927348
1240	-0.393516120282573
1241	-0.427704973543097
1242	-0.460195752247398
1243	-0.491040787689652
1244	-0.520290965492489
1245	-0.547995764138695
1246	-0.574203292489108
1247	-0.598960326313267
1248	-0.622312343858644
1249	-0.644303560483668
1250	-0.66497696237902
1251	-0.684374339401108
1252	-0.702536317040963
1253	-0.719502387551196
1254	-0.735310940253078
1255	-0.749999291045218
1256	-0.763603711134747
1257	-0.776159455011395
1258	-0.78770078768427
1259	-0.798261011200685
1260	-0.807872490465819
1261	-0.816566678381564
1262	-0.824374140322362
1263	-0.831324577965443
1264	-0.83744685249236
1265	-0.842769007178314
