xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
1.5	2.5	2 7	iteration	2	iteration	7	3	519
2.5	3.5	3 7	iteration	3	iteration	7	3	959
3.5	4.5	4 7	iteration	4	iteration	7	3	1399
4.5	5.5	5 7	iteration	5	iteration	7	3	1479
5.5	6.5	6 7	iteration	6	iteration	7	3	1519
6.5	7.5	1	iteration	7	iteration	7	3	41
7.5	8.5	8 7	iteration	8	iteration	7	3	1600
8.5	9.5	9 7	iteration	9	iteration	7	3	1640
9.5	10.5	10 7	iteration	10	iteration	7	3	119
10.5	11.5	11 7	iteration	11	iteration	7	3	159
11.5	12.5	12 7	iteration	12	iteration	7	3	199
12.5	13.5	13 7	iteration	13	iteration	7	3	239
13.5	14.5	14 7	iteration	14	iteration	7	3	279
14.5	15.5	15 7	iteration	15	iteration	7	3	319
15.5	16.5	16 7	iteration	16	iteration	7	3	359
16.5	17.5	17 7	iteration	17	iteration	7	3	399
17.5	18.5	18 7	iteration	18	iteration	7	3	439
18.5	19.5	19 7	iteration	19	iteration	7	3	479
19.5	20.5	20 7	iteration	20	iteration	7	3	559
20.5	21.5	21 7	iteration	21	iteration	7	3	599
21.5	22.5	22 7	iteration	22	iteration	7	3	639
22.5	23.5	23 7	iteration	23	iteration	7	3	679
23.5	24.5	24 7	iteration	24	iteration	7	3	719
24.5	25.5	25 7	iteration	25	iteration	7	3	759
25.5	26.5	26 7	iteration	26	iteration	7	3	799
26.5	27.5	27 7	iteration	27	iteration	7	3	839
27.5	28.5	28 7	iteration	28	iteration	7	3	879
28.5	29.5	29 7	iteration	29	iteration	7	3	919
29.5	30.5	30 7	iteration	30	iteration	7	3	999
30.5	31.5	31 7	iteration	31	iteration	7	3	1039
31.5	32.5	32 7	iteration	32	iteration	7	3	1079
32.5	33.5	33 7	iteration	33	iteration	7	3	1119
33.5	34.5	34 7	iteration	34	iteration	7	3	1159
34.5	35.5	35 7	iteration	35	iteration	7	3	1199
35.5	36.5	36 7	iteration	36	iteration	7	3	1239
36.5	37.5	37 7	iteration	37	iteration	7	3	1279
37.5	38.5	38 7	iteration	38	iteration	7	3	1319
38.5	39.5	39 7	iteration	39	iteration	7	3	1359
39.5	40.5	40 7	iteration	40	iteration	7	3	1439
-0.5	0.5	0 8	iteration	0	iteration	8	3	39
0.5	1.5	1 8	iteration	1	iteration	8	3	80
1.5	2.5	2 8	iteration	2	iteration	8	3	520
2.5	3.5	3 8	iteration	3	iteration	8	3	960
3.5	4.5	4 8	iteration	4	iteration	8	3	1400
4.5	5.5	5 8	iteration	5	iteration	8	3	1480
5.5	6.5	6 8	iteration	6	iteration	8	3	1520
6.5	7.5	7 8	iteration	7	iteration	8	3	1560
7.5	8.5	1	iteration	8	iteration	8	3	41
8.5	9.5	9 8	iteration	9	iteration	8	3	1641
9.5	10.5	10 8	iteration	10	iteration	8	3	120
10.5	11.5	11 8	iteration	11	iteration	8	3	160
11.5	12.5	12 8	iteration	12	iteration	8	3	200
12.5	13.5	13 8	iteration	13	iteration	8	3	240
13.5	14.5	14 8	iteration	14	iteration	8	3	280
14.5	15.5	15 8	iteration	15	iteration	8	3	320
15.5	16.5	16 8	iteration	16	iteration	8	3	360
16.5	17.5	17 8	iteration	17	iteration	8	3	400
17.5	18.5	18 8	iteration	18	iteration	8	3	440
18.5	19.5	19 8	iteration	19	iteration	8	3	480
19.5	20.5	20 8	iteration	20	iteration	8	3	560
20.5	21.5	21 8	iteration	21	iteration	8	3	600
21.5	22.5	22 8	iteration	22	iteration	8	3	640
22.5	23.5	23 8	iteration	23	iteration	8	3	680
23.5	24.5	24 8	iteration	24	iteration	8	3	720
24.5	25.5	25 8	iteration	25	iteration	8	3	760
25.5	26.5	26 8	iteration	26	iteration	8	3	800
26.5	27.5	27 8	iteration	27	iteration	8	3	840
27.5	28.5	28 8	iteration	28	iteration	8	3	880
28.5	29.5	29 8	iteration	29	iteration	8	3	920
29.5	30.5	30 8	iteration	30	iteration	8	3	1000
30.5	31.5	31 8	iteration	31	iteration	8	3	1040
31.5	32.5	32 8	iteration	32	iteration	8	3	1080
32.5	33.5	33 8	iteration	33	iteration	8	3	1120
33.5	34.5	34 8	iteration	34	iteration	8	3	1160
34.5	35.5	35 8	iteration	35	iteration	8	3	1200
35.5	36.5	36 8	iteration	36	iteration	8	3	1240
36.5	37.5	37 8	iteration	37	iteration	8	3	1280
37.5	38.5	38 8	iteration	38	iteration	8	3	1320
38.5	39.5	39 8	iteration	39	iteration	8	3	1360
39.5	40.5	40 8	iteration	40	iteration	8	3	1440
-0.5	0.5	0 9	iteration	0	iteration	9	3	40
0.5	1.5	1 9	iteration	1	iteration	9	3	81
1.5	2.5	2 9	iteration	2	iteration	9	3	521
2.5	3.5	3 9	iteration	3	iteration	9	3	961
3.5	4.5	4 9	iteration	4	iteration	9	3	1401
4.5	5.5	5 9	iteration	5	iteration	9	3	1481
5.5	6.5	6 9	iteration	6	iteration	9	3	1521
6.5	7.5	7 9	iteration	7	iteration	9	3	1561
7.5	8.5	8 9	iteration	8	iteration	9	3	1601
8.5	9.5	1	iteration	9	iteration	9	3	41
9.5	10.5	10 9	iteration	10	iteration	9	3	121
10.5	11.5	11 9	iteration	11	iteration	9	3	161
11.5	12.5	12 9	iteration	12	iteration	9	3	201
12.5	13.5	13 9	iteration	13	iteration	9	3	241
13.5	14.5	14 9	iteration	14	iteration	9	3	281
14.5	15.5	15 9	iteration	15	iteration	9	3	321
15.5	16.5	16 9	iteration	16	iteration	9	3	361
16.5	17.5	17 9	iteration	17	iteration	9	3	401
17.5	18.5	18 9	iteration	18	iteration	9	3	441
18.5	19.5	19 9	iteration	19	iteration	9	3	481
19.5	20.5	20 9	iteration	20	iteration	9	3	561
20.5	21.5	21 9	iteration	21	iteration	9	3	601
21.5	22.5	22 9	iteration	22	iteration	9	3	641
22.5	23.5	23 9	iteration	23	iteration	9	3	681
23.5	24.5	24 9	iteration	24	iteration	9	3	721
24.5	25.5	25 9	iteration	25	iteration	9	3	761
25.5	26.5	26 9	iteration	26	iteration	9	3	801
26.5	27.5	27 9	iteration	27	iteration	9	3	841
27.5	28.5	28 9	iteration	28	iteration	9	3	881
28.5	29.5	29 9	iteration	29	iteration	9	3	921
29.5	30.5	30 9	iteration	30	iteration	9	3	1001
30.5	31.5	31 9	iteration	31	iteration	9	3	1041
31.5	32.5	32 9	iteration	32	iteration	9	3	1081
32.5	33.5	33 9	iteration	33	iteration	9	3	1121
33.5	34.5	34 9	iteration	34	iteration	9	3	1161
34.5	35.5	35 9	iteration	35	iteration	9	3	1201
35.5	36.5	36 9	iteration	36	iteration	9	3	1241
36.5	37.5	37 9	iteration	37	iteration	9	3	1281
37.5	38.5	38 9	iteration	38	iteration	9	3	1321
38.5	39.5	39 9	iteration	39	iteration	9	3	1361
39.5	40.5	40 9	iteration	40	iteration	9	3	1441
-0.5	0.5	0 10	iteration	0	iteration	10	3	2
0.5	1.5	1 10	iteration	1	iteration	10	3	43
1.5	2.5	2 10	iteration	2	iteration	10	3	484
2.5	3.5	3 10	iteration	3	iteration	10	3	924
3.5	4.5	4 10	iteration	4	iteration	10	3	1364
4.5	5.5	5 10	iteration	5	iteration	10	3	1444
5.5	6.5	6 10	iteration	6	iteration	10	3	1484
6.5	7.5	7 10	iteration	7	iteration	10	3	1524
7.5	8.5	8 10	iteration	8	iteration	10	3	1564
8.5	9.5	9 10	iteration	9	iteration	10	3	1604
9.5	10.5	1	iteration	10	iteration	10	3	41
10.5	11.5	11 10	iteration	11	iteration	10	3	124
11.5	12.5	12 10	iteration	12	iteration	10	3	164
12.5	13.5	13 10	iteration	13	iteration	10	3	204
13.5	14.5	14 10	iteration	14	iteration	10	3	244
14.5	15.5	15 10	iteration	15	iteration	10	3	284
15.5	16.5	16 10	iteration	16	iteration	10	3	324
16.5	17.5	17 10	iteration	17	iteration	10	3	364
17.5	18.5	18 10	iteration	18	iteration	10	3	404
18.5	19.5	19 10	iteration	19	iteration	10	3	444
19.5	20.5	20 10	iteration	20	iteration	10	3	524
20.5	21.5	21 10	iteration	21	iteration	10	3	564
21.5	22.5	22 10	iteration	22	iteration	10	3	604
22.5	23.5	23 10	iteration	23	iteration	10	3	644
23.5	24.5	24 10	iteration	24	iteration	10	3	684
24.5	25.5	25 10	iteration	25	iteration	10	3	724
25.5	26.5	26 10	iteration	26	iteration	10	3	764
26.5	27.5	27 10	iteration	27	iteration	10	3	804
27.5	28.5	28 10	iteration	28	iteration	10	3	844
28.5	29.5	29 10	iteration	29	iteration	10	3	884
29.5	30.5	30 10	iteration	30	iteration	10	3	964
30.5	31.5	31 10	iteration	31	iteration	10	3	1004
31.5	32.5	32 10	iteration	32	iteration	10	3	1044
32.5	33.5	33 10	iteration	33	iteration	10	3	1084
33.5	34.5	34 10	iteration	34	iteration	10	3	1124
34.5	35.5	35 10	iteration	35	iteration	10	3	1164
35.5	36.5	36 10	iteration	36	iteration	10	3	1204
36.5	37.5	37 10	iteration	37	iteration	10	3	1244
37.5	38.5	38 10	iteration	38	iteration	10	3	1284
38.5	39.5	39 10	iteration	39	iteration	10	3	1324
39.5	40.5	40 10	iteration	40	iteration	10	3	1404
-0.5	0.5	0 11	iteration	0	iteration	11	3	3
0.5	1.5	1 11	iteration	1	iteration	11	3	44
1.5	2.5	2 11	iteration	2	iteration	11	3	485
2.5	3.5	3 11	iteration	3	iteration	11	3	925
3.5	4.5	4 11	iteration	4	iteration	11	3	1365
4.5	5.5	5 11	iteration	5	iteration	11	3	1445
5.5	6.5	6 11	iteration	6	iteration	11	3	1485
6.5	7.5	7 11	iteration	7	iteration	11	3	1525
7.5	8.5	8 11	iteration	8	iteration	11	3	1565
8.5	9.5	9 11	iteration	9	iteration	11	3	1605
9.5	10.5	10 11	iteration	10	iteration	11	3	84
10.5	11.5	1	iteration	11	iteration	11	3	41
11.5	12.5	12 11	iteration	12	iteration	11	3	165
12.5	13.5	13 11	iteration	13	iteration	11	3	205
13.5	14.5	14 11	iteration	14	iteration	11	3	245
14.5	15.5	15 11	iteration	15	iteration	11	3	285
15.5	16.5	16 11	iteration	16	iteration	11	3	325
16.5	17.5	17 11	iteration	17	iteration	11	3	365
17.5	18.5	18 11	iteration	18	iteration	11	3	405
18.5	19.5	19 11	iteration	19	iteration	11	3	445
19.5	20.5	20 11	iteration	20	iteration	11	3	525
20.5	21.5	21 11	iteration	21	iteration	11	3	565
21.5	22.5	22 11	iteration	22	iteration	11	3	605
22.5	23.5	23 11	iteration	23	iteration	11	3	645
23.5	24.5	24 11	iteration	24	iteration	11	3	685
24.5	25.5	25 11	iteration	25	iteration	11	3	725
25.5	26.5	26 11	iteration	26	iteration	11	3	765
26.5	27.5	27 11	iteration	27	iteration	11	3	805
27.5	28.5	28 11	iteration	28	iteration	11	3	845
28.5	29.5	29 11	iteration	29	iteration	11	3	885
29.5	30.5	30 11	iteration	30	iteration	11	3	965
30.5	31.5	31 11	iteration	31	iteration	11	3	1005
31.5	32.5	32 11	iteration	32	iteration	11	3	1045
32.5	33.5	33 11	iteration	33	iteration	11	3	1085
33.5	34.5	34 11	iteration	34	iteration	11	3	1125
34.5	35.5	35 11	iteration	35	iteration	11	3	1165
35.5	36.5	36 11	iteration	36	iteration	11	3	1205
36.5	37.5	37 11	iteration	37	iteration	11	3	1245
37.5	38.5	38 11	iteration	38	iteration	11	3	1285
38.5	39.5	39 11	iteration	39	iteration	11	3	1325
39.5	40.5	40 11	iteration	40	iteration	11	3	1405
-0.5	0.5	0 12	iteration	0	iteration	12	3	4
0.5	1.5	1 12	iteration	1	iteration	12	3	45
1.5	2.5	2 12	iteration	2	iteration	12	3	486
2.5	3.5	3 12	iteration	3	iteration	12	3	926
3.5	4.5	4 12	iteration	4	iteration	12	3	1366
4.5	5.5	5 12	iteration	5	iteration	12	3	1446
5.5	6.5	6 12	iteration	6	iteration	12	3	1486
6.5	7.5	7 12	iteration	7	iteration	12	3	1526
7.5	8.5	8 12	iteration	8	iteration	12	3	1566
8.5	9.5	9 12	iteration	9	iteration	12	3	1606
9.5	10.5	10 12	iteration	10	iteration	12	3	85
10.5	11.5	11 12	iteration	11	iteration	12	3	125
11.5	12.5	1	iteration	12	iteration	12	3	41
12.5	13.5	13 12	iteration	13	iteration	12	3	206
13.5	14.5	14 12	iteration	14	iteration	12	3	246
14.5	15.5	15 12	iteration	15	iteration	12	3	286
15.5	16.5	16 12	iteration	16	iteration	12	3	326
16.5	17.5	17 12	iteration	17	iteration	12	3	366
17.5	18.5	18 12	iteration	18	iteration	12	3	406
18.5	19.5	19 12	iteration	19	iteration	12	3	446
19.5	20.5	20 12	iteration	20	iteration	12	3	526
20.5	21.5	21 12	iteration	21	iteration	12	3	566
21.5	22.5	22 12	iteration	22	iteration	12	3	606
22.5	23.5	23 12	iteration	23	iteration	12	3	646
23.5	24.5	24 12	iteration	24	iteration	12	3	686
24.5	25.5	25 12	iteration	25	iteration	12	3	726
25.5	26.5	26 12	iteration	26	iteration	12	3	766
26.5	27.5	27 12	iteration	27	iteration	12	3	806
27.5	28.5	28 12	iteration	28	iteration	12	3	846
28.5	29.5	29 12	iteration	29	iteration	12	3	886
29.5	30.5	30 12	iteration	30	iteration	12	3	966
30.5	31.5	31 12	iteration	31	iteration	12	3	1006
31.5	32.5	32 12	iteration	32	iteration	12	3	1046
32.5	33.5	33 12	iteration	33	iteration	12	3	1086
33.5	34.5	34 12	iteration	34	iteration	12	3	1126
34.5	35.5	35 12	iteration	35	iteration	12	3	1166
35.5	36.5	36 12	iteration	36	iteration	12	3	1206
36.5	37.5	37 12	iteration	37	iteration	12	3	1246
37.5	38.5	38 12	iteration	38	iteration	12	3	1286
38.5	39.5	39 12	iteration	39	iteration	12	3	1326
39.5	40.5	40 12	iteration	40	iteration	12	3	1406
-0.5	0.5	0 13	iteration	0	iteration	13	3	5
0.5	1.5	1 13	iteration	1	iteration	13	3	46
1.5	2.5	2 13	iteration	2	iteration	13	3	487
2.5	3.5	3 13	iteration	3	iteration	13	3	927
3.5	4.5	4 13	iteration	4	iteration	13	3	1367
4.5	5.5	5 13	iteration	5	iteration	13	3	1447
5.5	6.5	6 13	iteration	6	iteration	13	3	1487
6.5	7.5	7 13	iteration	7	iteration	13	3	1527
7.5	8.5	8 13	iteration	8	iteration	13	3	1567
8.5	9.5	9 13	iteration	9	iteration	13	3	1607
9.5	10.5	10 13	iteration	10	iteration	13	3	86
10.5	11.5	11 13	iteration	11	iteration	13	3	126
11.5	12.5	12 13	iteration	12	iteration	13	3	166
12.5	13.5	1	iteration	13	iteration	13	3	41
13.5	14.5	14 13	iteration	14	iteration	13	3	247
14.5	15.5	15 13	iteration	15	iteration	13	3	287
15.5	16.5	16 13	iteration	16	iteration	13	3	327
16.5	17.5	17 13	iteration	17	iteration	13	3	367
17.5	18.5	18 13	iteration	18	iteration	13	3	407
18.5	19.5	19 13	iteration	19	iteration	13	3	447
19.5	20.5	20 13	iteration	20	iteration	13	3	527
20.5	21.5	21 13	iteration	21	iteration	13	3	567
21.5	22.5	22 13	iteration	22	iteration	13	3	607
22.5	23.5	23 13	iteration	23	iteration	13	3	647
23.5	24.5	24 13	iteration	24	iteration	13	3	687
24.5	25.5	25 13	iteration	25	iteration	13	3	727
25.5	26.5	26 13	iteration	26	iteration	13	3	767
26.5	27.5	27 13	iteration	27	iteration	13	3	807
27.5	28.5	28 13	iteration	28	iteration	13	3	847
28.5	29.5	29 13	iteration	29	iteration	13	3	887
29.5	30.5	30 13	iteration	30	iteration	13	3	967
30.5	31.5	31 13	iteration	31	iteration	13	3	1007
31.5	32.5	32 13	iteration	32	iteration	13	3	1047
32.5	33.5	33 13	iteration	33	iteration	13	3	1087
33.5	34.5	34 13	iteration	34	iteration	13	3	1127
34.5	35.5	35 13	iteration	35	iteration	13	3	1167
35.5	36.5	36 13	iteration	36	iteration	13	3	1207
36.5	37.5	37 13	iteration	37	iteration	13	3	1247
37.5	38.5	38 13	iteration	38	iteration	13	3	1287
38.5	39.5	39 13	iteration	39	iteration	13	3	1327
39.5	40.5	40 13	iteration	40	iteration	13	3	1407
-0.5	0.5	0 14	iteration	0	iteration	14	3	6
0.5	1.5	1 14	iteration	1	iteration	14	3	47
1.5	2.5	2 14	iteration	2	iteration	14	3	488
2.5	3.5	3 14	iteration	3	iteration	14	3	928
3.5	4.5	4 14	iteration	4	iteration	14	3	1368
4.5	5.5	5 14	iteration	5	iteration	14	3	1448
5.5	6.5	6 14	iteration	6	iteration	14	3	1488
6.5	7.5	7 14	iteration	7	iteration	14	3	1528
7.5	8.5	8 14	iteration	8	iteration	14	3	1568
8.5	9.5	9 14	iteration	9	iteration	14	3	1608
9.5	10.5	10 14	iteration	10	iteration	14	3	87
10.5	11.5	11 14	iteration	11	iteration	14	3	127
11.5	12.5	12 14	iteration	12	iteration	14	3	167
12.5	13.5	13 14	iteration	13	iteration	14	3	207
13.5	14.5	1	iteration	14	iteration	14	3	41
14.5	15.5	15 14	iteration	15	iteration	14	3	288
15.5	16.5	16 14	iteration	16	iteration	14	3	328
16.5	17.5	17 14	iteration	17	iteration	14	3	368
17.5	18.5	18 14	iteration	18	iteration	14	3	408
18.5	19.5	19 14	iteration	19	iteration	14	3	448
19.5	20.5	20 14	iteration	20	iteration	14	3	528
20.5	21.5	21 14	iteration	21	iteration	14	3	568
21.5	22.5	22 14	iteration	22	iteration	14	3	608
22.5	23.5	23 14	iteration	23	iteration	14	3	648
23.5	24.5	24 14	iteration	24	iteration	14	3	688
24.5	25.5	25 14	iteration	25	iteration	14	3	728
25.5	26.5	26 14	iteration	26	iteration	14	3	768
26.5	27.5	27 14	iteration	27	iteration	14	3	808
27.5	28.5	28 14	iteration	28	iteration	14	3	848
28.5	29.5	29 14	iteration	29	iteration	14	3	888
29.5	30.5	30 14	iteration	30	iteration	14	3	968
30.5	31.5	31 14	iteration	31	iteration	14	3	1008
31.5	32.5	32 14	iteration	32	iteration	14	3	1048
32.5	33.5	33 14	iteration	33	iteration	14	3	1088
33.5	34.5	34 14	iteration	34	iteration	14	3	1128
34.5	35.5	35 14	iteration	35	iteration	14	3	1168
35.5	36.5	36 14	iteration	36	iteration	14	3	1208
36.5	37.5	37 14	iteration	37	iteration	14	3	1248
37.5	38.5	38 14	iteration	38	iteration	14	3	1288
38.5	39.5	39 14	iteration	39	iteration	14	3	1328
39.5	40.5	40 14	iteration	40	iteration	14	3	1408
-0.5	0.5	0 15	iteration	0	iteration	15	3	7
0.5	1.5	1 15	iteration	1	iteration	15	3	48
1.5	2.5	2 15	iteration	2	iteration	15	3	489
2.5	3.5	3 15	iteration	3	iteration	15	3	929
3.5	4.5	4 15	iteration	4	iteration	15	3	1369
4.5	5.5	5 15	iteration	5	iteration	15	3	1449
5.5	6.5	6 15	iteration	6	iteration	15	3	1489
6.5	7.5	7 15	iteration	7	iteration	15	3	1529
7.5	8.5	8 15	iteration	8	iteration	15	3	1569
8.5	9.5	9 15	iteration	9	iteration	15	3	1609
9.5	10.5	10 15	iteration	10	iteration	15	3	88
10.5	11.5	11 15	iteration	11	iteration	15	3	128
11.5	12.5	12 15	iteration	12	iteration	15	3	168
12.5	13.5	13 15	iteration	13	iteration	15	3	208
13.5	14.5	14 15	iteration	14	iteration	15	3	248
14.5	15.5	1	iteration	15	iteration	15	3	41
15.5	16.5	16 15	iteration	16	iteration	15	3	329
16.5	17.5	17 15	iteration	17	iteration	15	3	369
17.5	18.5	18 15	iteration	18	iteration	15	3	409
18.5	19.5	19 15	iteration	19	iteration	15	3	449
19.5	20.5	20 15	iteration	20	iteration	15	3	529
20.5	21.5	21 15	iteration	21	iteration	15	3	569
21.5	22.5	22 15	iteration	22	iteration	15	3	609
22.5	23.5	23 15	iteration	23	iteration	15	3	649
23.5	24.5	24 15	iteration	24	iteration	15	3	689
24.5	25.5	25 15	iteration	25	iteration	15	3	729
25.5	26.5	26 15	iteration	26	iteration	15	3	769
26.5	27.5	27 15	iteration	27	iteration	15	3	809
27.5	28.5	28 15	iteration	28	iteration	15	3	849
28.5	29.5	29 15	iteration	29	iteration	15	3	889
29.5	30.5	30 15	iteration	30	iteration	15	3	969
30.5	31.5	31 15	iteration	31	iteration	15	3	1009
31.5	32.5	32 15	iteration	32	iteration	15	3	1049
32.5	33.5	33 15	iteration	33	iteration	15	3	1089
33.5	34.5	34 15	iteration	34	iteration	15	3	1129
34.5	35.5	35 15	iteration	35	iteration	15	3	1169
35.5	36.5	36 15	iteration	36	iteration	15	3	1209
36.5	37.5	37 15	iteration	37	iteration	15	3	1249
37.5	38.5	38 15	iteration	38	iteration	15	3	1289
38.5	39.5	39 15	iteration	39	iteration	15	3	1329
39.5	40.5	40 15	iteration	40	iteration	15	3	1409
-0.5	0.5	0 16	iteration	0	iteration	16	3	8
0.5	1.5	1 16	iteration	1	iteration	16	3	49
1.5	2.5	2 16	iteration	2	iteration	16	3	490
2.5	3.5	3 16	iteration	3	iteration	16	3	930
3.5	4.5	4 16	iteration	4	iteration	16	3	1370
4.5	5.5	5 16	iteration	5	iteration	16	3	1450
5.5	6.5	6 16	iteration	6	iteration	16	3	1490
6.5	7.5	7 16	iteration	7	iteration	16	3	1530
7.5	8.5	8 16	iteration	8	iteration	16	3	1570
8.5	9.5	9 16	iteration	9	iteration	16	3	1610
9.5	10.5	10 16	iteration	10	iteration	16	3	89
10.5	11.5	11 16	iteration	11	iteration	16	3	129
11.5	12.5	12 16	iteration	12	iteration	16	3	169
12.5	13.5	13 16	iteration	13	iteration	16	3	209
13.5	14.5	14 16	iteration	14	iteration	16	3	249
14.5	15.5	15 16	iteration	15	iteration	16	3	289
15.5	16.5	1	iteration	16	iteration	16	3	41
16.5	17.5	17 16	iteration	17	iteration	16	3	370
17.5	18.5	18 16	iteration	18	iteration	16	3	410
18.5	19.5	19 16	iteration	19	iteration	16	3	450
19.5	20.5	20 16	iteration	20	iteration	16	3	530
20.5	21.5	21 16	iteration	21	iteration	16	3	570
21.5	22.5	22 16	iteration	22	iteration	16	3	610
22.5	23.5	23 16	iteration	23	iteration	16	3	650
23.5	24.5	24 16	iteration	24	iteration	16	3	690
24.5	25.5	25 16	iteration	25	iteration	16	3	730
25.5	26.5	26 16	iteration	26	iteration	16	3	770
26.5	27.5	27 16	iteration	27	iteration	16	3	810
27.5	28.5	28 16	iteration	28	iteration	16	3	850
28.5	29.5	29 16	iteration	29	iteration	16	3	890
29.5	30.5	30 16	iteration	30	iteration	16	3	970
30.5	31.5	31 16	iteration	31	iteration	16	3	1010
31.5	32.5	32 16	iteration	32	iteration	16	3	1050
32.5	33.5	33 16	iteration	33	iteration	16	3	1090
33.5	34.5	34 16	iteration	34	iteration	16	3	1130
34.5	35.5	35 16	iteration	35	iteration	16	3	1170
35.5	36.5	36 16	iteration	36	iteration	16	3	1210
36.5	37.5	37 16	iteration	37	iteration	16	3	1250
37.5	38.5	38 16	iteration	38	iteration	16	3	1290
38.5	39.5	39 16	iteration	39	iteration	16	3	1330
39.5	40.5	40 16	iteration	40	iteration	16	3	1410
-0.5	0.5	0 17	iteration	0	iteration	17	3	9
0.5	1.5	1 17	iteration	1	iteration	17	3	50
1.5	2.5	2 17	iteration	2	iteration	17	3	491
2.5	3.5	3 17	iteration	3	iteration	17	3	931
3.5	4.5	4 17	iteration	4	iteration	17	3	1371
4.5	5.5	5 17	iteration	5	iteration	17	3	1451
5.5	6.5	6 17	iteration	6	iteration	17	3	1491
6.5	7.5	7 17	iteration	7	iteration	17	3	1531
7.5	8.5	8 17	iteration	8	iteration	17	3	1571
8.5	9.5	9 17	iteration	9	iteration	17	3	1611
9.5	10.5	10 17	iteration	10	iteration	17	3	90
10.5	11.5	11 17	iteration	11	iteration	17	3	130
11.5	12.5	12 17	iteration	12	iteration	17	3	170
12.5	13.5	13 17	iteration	13	iteration	17	3	210
13.5	14.5	14 17	iteration	14	iteration	17	3	250
14.5	15.5	15 17	iteration	15	iteration	17	3	290
15.5	16.5	16 17	iteration	16	iteration	17	3	330
16.5	17.5	1	iteration	17	iteration	17	3	41
17.5	18.5	18 17	iteration	18	iteration	17	3	411
18.5	19.5	19 17	iteration	19	iteration	17	3	451
19.5	20.5	20 17	iteration	20	iteration	17	3	531
20.5	21.5	21 17	iteration	21	iteration	17	3	571
21.5	22.5	22 17	iteration	22	iteration	17	3	611
22.5	23.5	23 17	iteration	23	iteration	17	3	651
23.5	24.5	24 17	iteration	24	iteration	17	3	691
24.5	25.5	25 17	iteration	25	iteration	17	3	731
25.5	26.5	26 17	iteration	26	iteration	17	3	771
26.5	27.5	27 17	iteration	27	iteration	17	3	811
27.5	28.5	28 17	iteration	28	iteration	17	3	851
28.5	29.5	29 17	iteration	29	iteration	17	3	891
29.5	30.5	30 17	iteration	30	iteration	17	3	971
30.5	31.5	31 17	iteration	31	iteration	17	3	1011
31.5	32.5	32 17	iteration	32	iteration	17	3	1051
32.5	33.5	33 17	iteration	33	iteration	17	3	1091
33.5	34.5	34 17	iteration	34	iteration	17	3	1131
34.5	35.5	35 17	iteration	35	iteration	17	3	1171
35.5	36.5	36 17	iteration	36	iteration	17	3	1211
36.5	37.5	37 17	iteration	37	iteration	17	3	1251
37.5	38.5	38 17	iteration	38	iteration	17	3	1291
38.5	39.5	39 17	iteration	39	iteration	17	3	1331
39.5	40.5	40 17	iteration	40	iteration	17	3	1411
-0.5	0.5	0 18	iteration	0	iteration	18	3	10
0.5	1.5	1 18	iteration	1	iteration	18	3	51
1.5	2.5	2 18	iteration	2	iteration	18	3	492
2.5	3.5	3 18	iteration	3	iteration	18	3	932
3.5	4.5	4 18	iteration	4	iteration	18	3	1372
4.5	5.5	5 18	iteration	5	iteration	18	3	1452
5.5	6.5	6 18	iteration	6	iteration	18	3	1492
6.5	7.5	7 18	iteration	7	iteration	18	3	1532
7.5	8.5	8 18	iteration	8	iteration	18	3	1572
8.5	9.5	9 18	iteration	9	iteration	18	3	1612
9.5	10.5	10 18	iteration	10	iteration	18	3	91
10.5	11.5	11 18	iteration	11	iteration	18	3	131
11.5	12.5	12 18	iteration	12	iteration	18	3	171
12.5	13.5	13 18	iteration	13	iteration	18	3	211
13.5	14.5	14 18	iteration	14	iteration	18	3	251
14.5	15.5	15 18	iteration	15	iteration	18	3	291
15.5	16.5	16 18	iteration	16	iteration	18	3	331
16.5	17.5	17 18	iteration	17	iteration	18	3	371
17.5	18.5	1	iteration	18	iteration	18	3	41
18.5	19.5	19 18	iteration	19	iteration	18	3	452
19.5	20.5	20 18	iteration	20	iteration	18	3	532
20.5	21.5	21 18	iteration	21	iteration	18	3	572
21.5	22.5	22 18	iteration	22	iteration	18	3	612
22.5	23.5	23 18	iteration	23	iteration	18	3	652
23.5	24.5	24 18	iteration	24	iteration	18	3	692
24.5	25.5	25 18	iteration	25	iteration	18	3	732
25.5	26.5	26 18	iteration	26	iteration	18	3	772
26.5	27.5	27 18	iteration	27	iteration	18	3	812
27.5	28.5	28 18	iteration	28	iteration	18	3	852
28.5	29.5	29 18	iteration	29	iteration	18	3	892
29.5	30.5	30 18	iteration	30	iteration	18	3	972
30.5	31.5	31 18	iteration	31	iteration	18	3	1012
31.5	32.5	32 18	iteration	32	iteration	18	3	1052
32.5	33.5	33 18	iteration	33	iteration	18	3	1092
33.5	34.5	34 18	iteration	34	iteration	18	3	1132
34.5	35.5	35 18	iteration	35	iteration	18	3	1172
35.5	36.5	36 18	iteration	36	iteration	18	3	1212
36.5	37.5	37 18	iteration	37	iteration	18	3	1252
37.5	38.5	38 18	iteration	38	iteration	18	3	1292
38.5	39.5	39 18	iteration	39	iteration	18	3	1332
39.5	40.5	40 18	iteration	40	iteration	18	3	1412
-0.5	0.5	0 19	iteration	0	iteration	19	3	11
