xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
-0.5	0.5	1	iteration	0	iteration	0	1	41
0.5	1.5	1 0	iteration	1	iteration	0	1	42
1.5	2.5	2 0	iteration	2	iteration	0	1	482
2.5	3.5	3 0	iteration	3	iteration	0	1	922
3.5	4.5	4 0	iteration	4	iteration	0	1	1362
4.5	5.5	5 0	iteration	5	iteration	0	1	1442
5.5	6.5	6 0	iteration	6	iteration	0	1	1482
6.5	7.5	7 0	iteration	7	iteration	0	1	1522
7.5	8.5	8 0	iteration	8	iteration	0	1	1562
8.5	9.5	9 0	iteration	9	iteration	0	1	1602
9.5	10.5	10 0	iteration	10	iteration	0	1	82
10.5	11.5	11 0	iteration	11	iteration	0	1	122
11.5	12.5	12 0	iteration	12	iteration	0	1	162
12.5	13.5	13 0	iteration	13	iteration	0	1	202
13.5	14.5	14 0	iteration	14	iteration	0	1	242
14.5	15.5	15 0	iteration	15	iteration	0	1	282
15.5	16.5	16 0	iteration	16	iteration	0	1	322
16.5	17.5	17 0	iteration	17	iteration	0	1	362
17.5	18.5	18 0	iteration	18	iteration	0	1	402
18.5	19.5	19 0	iteration	19	iteration	0	1	442
19.5	20.5	20 0	iteration	20	iteration	0	1	522
20.5	21.5	21 0	iteration	21	iteration	0	1	562
21.5	22.5	22 0	iteration	22	iteration	0	1	602
22.5	23.5	23 0	iteration	23	iteration	0	1	642
23.5	24.5	24 0	iteration	24	iteration	0	1	682
24.5	25.5	25 0	iteration	25	iteration	0	1	722
25.5	26.5	26 0	iteration	26	iteration	0	1	762
26.5	27.5	27 0	iteration	27	iteration	0	1	802
27.5	28.5	28 0	iteration	28	iteration	0	1	842
28.5	29.5	29 0	iteration	29	iteration	0	1	882
29.5	30.5	30 0	iteration	30	iteration	0	1	962
30.5	31.5	31 0	iteration	31	iteration	0	1	1002
31.5	32.5	32 0	iteration	32	iteration	0	1	1042
32.5	33.5	33 0	iteration	33	iteration	0	1	1082
33.5	34.5	34 0	iteration	34	iteration	0	1	1122
34.5	35.5	35 0	iteration	35	iteration	0	1	1162
35.5	36.5	36 0	iteration	36	iteration	0	1	1202
36.5	37.5	37 0	iteration	37	iteration	0	1	1242
37.5	38.5	38 0	iteration	38	iteration	0	1	1282
38.5	39.5	39 0	iteration	39	iteration	0	1	1322
39.5	40.5	40 0	iteration	40	iteration	0	1	1402
-0.5	0.5	0 1	iteration	0	iteration	1	1	1
0.5	1.5	1	iteration	1	iteration	1	1	41
1.5	2.5	2 1	iteration	2	iteration	1	1	483
2.5	3.5	3 1	iteration	3	iteration	1	1	923
3.5	4.5	4 1	iteration	4	iteration	1	1	1363
4.5	5.5	5 1	iteration	5	iteration	1	1	1443
5.5	6.5	6 1	iteration	6	iteration	1	1	1483
6.5	7.5	7 1	iteration	7	iteration	1	1	1523
7.5	8.5	8 1	iteration	8	iteration	1	1	1563
8.5	9.5	9 1	iteration	9	iteration	1	1	1603
9.5	10.5	10 1	iteration	10	iteration	1	1	83
10.5	11.5	11 1	iteration	11	iteration	1	1	123
11.5	12.5	12 1	iteration	12	iteration	1	1	163
12.5	13.5	13 1	iteration	13	iteration	1	1	203
13.5	14.5	14 1	iteration	14	iteration	1	1	243
14.5	15.5	15 1	iteration	15	iteration	1	1	283
15.5	16.5	16 1	iteration	16	iteration	1	1	323
16.5	17.5	17 1	iteration	17	iteration	1	1	363
17.5	18.5	18 1	iteration	18	iteration	1	1	403
18.5	19.5	19 1	iteration	19	iteration	1	1	443
19.5	20.5	20 1	iteration	20	iteration	1	1	523
20.5	21.5	21 1	iteration	21	iteration	1	1	563
21.5	22.5	22 1	iteration	22	iteration	1	1	603
22.5	23.5	23 1	iteration	23	iteration	1	1	643
23.5	24.5	24 1	iteration	24	iteration	1	1	683
24.5	25.5	25 1	iteration	25	iteration	1	1	723
25.5	26.5	26 1	iteration	26	iteration	1	1	763
26.5	27.5	27 1	iteration	27	iteration	1	1	803
27.5	28.5	28 1	iteration	28	iteration	1	1	843
28.5	29.5	29 1	iteration	29	iteration	1	1	883
29.5	30.5	30 1	iteration	30	iteration	1	1	963
30.5	31.5	31 1	iteration	31	iteration	1	1	1003
31.5	32.5	32 1	iteration	32	iteration	1	1	1043
32.5	33.5	33 1	iteration	33	iteration	1	1	1083
33.5	34.5	34 1	iteration	34	iteration	1	1	1123
34.5	35.5	35 1	iteration	35	iteration	1	1	1163
35.5	36.5	36 1	iteration	36	iteration	1	1	1203
36.5	37.5	37 1	iteration	37	iteration	1	1	1243
37.5	38.5	38 1	iteration	38	iteration	1	1	1283
38.5	39.5	39 1	iteration	39	iteration	1	1	1323
39.5	40.5	40 1	iteration	40	iteration	1	1	1403
-0.5	0.5	0 2	iteration	0	iteration	2	1	12
0.5	1.5	1 2	iteration	1	iteration	2	1	53
1.5	2.5	1	iteration	2	iteration	2	1	41
2.5	3.5	3 2	iteration	3	iteration	2	1	934
3.5	4.5	4 2	iteration	4	iteration	2	1	1374
4.5	5.5	5 2	iteration	5	iteration	2	1	1454
5.5	6.5	6 2	iteration	6	iteration	2	1	1494
6.5	7.5	7 2	iteration	7	iteration	2	1	1534
7.5	8.5	8 2	iteration	8	iteration	2	1	1574
8.5	9.5	9 2	iteration	9	iteration	2	1	1614
9.5	10.5	10 2	iteration	10	iteration	2	1	93
10.5	11.5	11 2	iteration	11	iteration	2	1	133
11.5	12.5	12 2	iteration	12	iteration	2	1	173
12.5	13.5	13 2	iteration	13	iteration	2	1	213
13.5	14.5	14 2	iteration	14	iteration	2	1	253
14.5	15.5	15 2	iteration	15	iteration	2	1	293
15.5	16.5	16 2	iteration	16	iteration	2	1	333
16.5	17.5	17 2	iteration	17	iteration	2	1	373
17.5	18.5	18 2	iteration	18	iteration	2	1	413
18.5	19.5	19 2	iteration	19	iteration	2	1	453
19.5	20.5	20 2	iteration	20	iteration	2	1	534
20.5	21.5	21 2	iteration	21	iteration	2	1	574
21.5	22.5	22 2	iteration	22	iteration	2	1	614
22.5	23.5	23 2	iteration	23	iteration	2	1	654
23.5	24.5	24 2	iteration	24	iteration	2	1	694
24.5	25.5	25 2	iteration	25	iteration	2	1	734
25.5	26.5	26 2	iteration	26	iteration	2	1	774
26.5	27.5	27 2	iteration	27	iteration	2	1	814
27.5	28.5	28 2	iteration	28	iteration	2	1	854
28.5	29.5	29 2	iteration	29	iteration	2	1	894
29.5	30.5	30 2	iteration	30	iteration	2	1	974
30.5	31.5	31 2	iteration	31	iteration	2	1	1014
31.5	32.5	32 2	iteration	32	iteration	2	1	1054
32.5	33.5	33 2	iteration	33	iteration	2	1	1094
33.5	34.5	34 2	iteration	34	iteration	2	1	1134
34.5	35.5	35 2	iteration	35	iteration	2	1	1174
35.5	36.5	36 2	iteration	36	iteration	2	1	1214
36.5	37.5	37 2	iteration	37	iteration	2	1	1254
37.5	38.5	38 2	iteration	38	iteration	2	1	1294
38.5	39.5	39 2	iteration	39	iteration	2	1	1334
39.5	40.5	40 2	iteration	40	iteration	2	1	1414
-0.5	0.5	0 3	iteration	0	iteration	3	1	23
0.5	1.5	1 3	iteration	1	iteration	3	1	64
1.5	2.5	2 3	iteration	2	iteration	3	1	504
2.5	3.5	1	iteration	3	iteration	3	1	41
3.5	4.5	4 3	iteration	4	iteration	3	1	1385
4.5	5.5	5 3	iteration	5	iteration	3	1	1465
5.5	6.5	6 3	iteration	6	iteration	3	1	1505
6.5	7.5	7 3	iteration	7	iteration	3	1	1545
7.5	8.5	8 3	iteration	8	iteration	3	1	1585
8.5	9.5	9 3	iteration	9	iteration	3	1	1625
9.5	10.5	10 3	iteration	10	iteration	3	1	104
10.5	11.5	11 3	iteration	11	iteration	3	1	144
11.5	12.5	12 3	iteration	12	iteration	3	1	184
12.5	13.5	13 3	iteration	13	iteration	3	1	224
13.5	14.5	14 3	iteration	14	iteration	3	1	264
14.5	15.5	15 3	iteration	15	iteration	3	1	304
15.5	16.5	16 3	iteration	16	iteration	3	1	344
16.5	17.5	17 3	iteration	17	iteration	3	1	384
17.5	18.5	18 3	iteration	18	iteration	3	1	424
18.5	19.5	19 3	iteration	19	iteration	3	1	464
19.5	20.5	20 3	iteration	20	iteration	3	1	544
20.5	21.5	21 3	iteration	21	iteration	3	1	584
21.5	22.5	22 3	iteration	22	iteration	3	1	624
22.5	23.5	23 3	iteration	23	iteration	3	1	664
23.5	24.5	24 3	iteration	24	iteration	3	1	704
24.5	25.5	25 3	iteration	25	iteration	3	1	744
25.5	26.5	26 3	iteration	26	iteration	3	1	784
26.5	27.5	27 3	iteration	27	iteration	3	1	824
27.5	28.5	28 3	iteration	28	iteration	3	1	864
28.5	29.5	29 3	iteration	29	iteration	3	1	904
29.5	30.5	30 3	iteration	30	iteration	3	1	985
30.5	31.5	31 3	iteration	31	iteration	3	1	1025
31.5	32.5	32 3	iteration	32	iteration	3	1	1065
32.5	33.5	33 3	iteration	33	iteration	3	1	1105
33.5	34.5	34 3	iteration	34	iteration	3	1	1145
34.5	35.5	35 3	iteration	35	iteration	3	1	1185
35.5	36.5	36 3	iteration	36	iteration	3	1	1225
36.5	37.5	37 3	iteration	37	iteration	3	1	1265
37.5	38.5	38 3	iteration	38	iteration	3	1	1305
38.5	39.5	39 3	iteration	39	iteration	3	1	1345
39.5	40.5	40 3	iteration	40	iteration	3	1	1425
-0.5	0.5	0 4	iteration	0	iteration	4	1	34
0.5	1.5	1 4	iteration	1	iteration	4	1	75
1.5	2.5	2 4	iteration	2	iteration	4	1	515
2.5	3.5	3 4	iteration	3	iteration	4	1	955
3.5	4.5	1	iteration	4	iteration	4	1	41
4.5	5.5	5 4	iteration	5	iteration	4	1	1476
5.5	6.5	6 4	iteration	6	iteration	4	1	1516
6.5	7.5	7 4	iteration	7	iteration	4	1	1556
7.5	8.5	8 4	iteration	8	iteration	4	1	1596
8.5	9.5	9 4	iteration	9	iteration	4	1	1636
9.5	10.5	10 4	iteration	10	iteration	4	1	115
10.5	11.5	11 4	iteration	11	iteration	4	1	155
11.5	12.5	12 4	iteration	12	iteration	4	1	195
12.5	13.5	13 4	iteration	13	iteration	4	1	235
13.5	14.5	14 4	iteration	14	iteration	4	1	275
14.5	15.5	15 4	iteration	15	iteration	4	1	315
15.5	16.5	16 4	iteration	16	iteration	4	1	355
16.5	17.5	17 4	iteration	17	iteration	4	1	395
17.5	18.5	18 4	iteration	18	iteration	4	1	435
18.5	19.5	19 4	iteration	19	iteration	4	1	475
19.5	20.5	20 4	iteration	20	iteration	4	1	555
20.5	21.5	21 4	iteration	21	iteration	4	1	595
21.5	22.5	22 4	iteration	22	iteration	4	1	635
22.5	23.5	23 4	iteration	23	iteration	4	1	675
23.5	24.5	24 4	iteration	24	iteration	4	1	715
24.5	25.5	25 4	iteration	25	iteration	4	1	755
25.5	26.5	26 4	iteration	26	iteration	4	1	795
26.5	27.5	27 4	iteration	27	iteration	4	1	835
27.5	28.5	28 4	iteration	28	iteration	4	1	875
28.5	29.5	29 4	iteration	29	iteration	4	1	915
29.5	30.5	30 4	iteration	30	iteration	4	1	995
30.5	31.5	31 4	iteration	31	iteration	4	1	1035
31.5	32.5	32 4	iteration	32	iteration	4	1	1075
32.5	33.5	33 4	iteration	33	iteration	4	1	1115
33.5	34.5	34 4	iteration	34	iteration	4	1	1155
34.5	35.5	35 4	iteration	35	iteration	4	1	1195
35.5	36.5	36 4	iteration	36	iteration	4	1	1235
36.5	37.5	37 4	iteration	37	iteration	4	1	1275
37.5	38.5	38 4	iteration	38	iteration	4	1	1315
38.5	39.5	39 4	iteration	39	iteration	4	1	1355
39.5	40.5	40 4	iteration	40	iteration	4	1	1436
-0.5	0.5	0 5	iteration	0	iteration	5	1	36
0.5	1.5	1 5	iteration	1	iteration	5	1	77
1.5	2.5	2 5	iteration	2	iteration	5	1	517
2.5	3.5	3 5	iteration	3	iteration	5	1	957
3.5	4.5	4 5	iteration	4	iteration	5	1	1397
4.5	5.5	1	iteration	5	iteration	5	1	41
5.5	6.5	6 5	iteration	6	iteration	5	1	1518
6.5	7.5	7 5	iteration	7	iteration	5	1	1558
7.5	8.5	8 5	iteration	8	iteration	5	1	1598
8.5	9.5	9 5	iteration	9	iteration	5	1	1638
9.5	10.5	10 5	iteration	10	iteration	5	1	117
10.5	11.5	11 5	iteration	11	iteration	5	1	157
11.5	12.5	12 5	iteration	12	iteration	5	1	197
12.5	13.5	13 5	iteration	13	iteration	5	1	237
13.5	14.5	14 5	iteration	14	iteration	5	1	277
14.5	15.5	15 5	iteration	15	iteration	5	1	317
15.5	16.5	16 5	iteration	16	iteration	5	1	357
16.5	17.5	17 5	iteration	17	iteration	5	1	397
17.5	18.5	18 5	iteration	18	iteration	5	1	437
18.5	19.5	19 5	iteration	19	iteration	5	1	477
19.5	20.5	20 5	iteration	20	iteration	5	1	557
20.5	21.5	21 5	iteration	21	iteration	5	1	597
21.5	22.5	22 5	iteration	22	iteration	5	1	637
22.5	23.5	23 5	iteration	23	iteration	5	1	677
23.5	24.5	24 5	iteration	24	iteration	5	1	717
24.5	25.5	25 5	iteration	25	iteration	5	1	757
25.5	26.5	26 5	iteration	26	iteration	5	1	797
26.5	27.5	27 5	iteration	27	iteration	5	1	837
27.5	28.5	28 5	iteration	28	iteration	5	1	877
28.5	29.5	29 5	iteration	29	iteration	5	1	917
29.5	30.5	30 5	iteration	30	iteration	5	1	997
30.5	31.5	31 5	iteration	31	iteration	5	1	1037
31.5	32.5	32 5	iteration	32	iteration	5	1	1077
32.5	33.5	33 5	iteration	33	iteration	5	1	1117
33.5	34.5	34 5	iteration	34	iteration	5	1	1157
34.5	35.5	35 5	iteration	35	iteration	5	1	1197
35.5	36.5	36 5	iteration	36	iteration	5	1	1237
36.5	37.5	37 5	iteration	37	iteration	5	1	1277
37.5	38.5	38 5	iteration	38	iteration	5	1	1317
38.5	39.5	39 5	iteration	39	iteration	5	1	1357
39.5	40.5	40 5	iteration	40	iteration	5	1	1437
-0.5	0.5	0 6	iteration	0	iteration	6	1	37
0.5	1.5	1 6	iteration	1	iteration	6	1	78
1.5	2.5	2 6	iteration	2	iteration	6	1	518
2.5	3.5	3 6	iteration	3	iteration	6	1	958
3.5	4.5	4 6	iteration	4	iteration	6	1	1398
4.5	5.5	5 6	iteration	5	iteration	6	1	1478
5.5	6.5	1	iteration	6	iteration	6	1	41
6.5	7.5	7 6	iteration	7	iteration	6	1	1559
7.5	8.5	8 6	iteration	8	iteration	6	1	1599
8.5	9.5	9 6	iteration	9	iteration	6	1	1639
9.5	10.5	10 6	iteration	10	iteration	6	1	118
10.5	11.5	11 6	iteration	11	iteration	6	1	158
11.5	12.5	12 6	iteration	12	iteration	6	1	198
12.5	13.5	13 6	iteration	13	iteration	6	1	238
13.5	14.5	14 6	iteration	14	iteration	6	1	278
14.5	15.5	15 6	iteration	15	iteration	6	1	318
15.5	16.5	16 6	iteration	16	iteration	6	1	358
16.5	17.5	17 6	iteration	17	iteration	6	1	398
17.5	18.5	18 6	iteration	18	iteration	6	1	438
18.5	19.5	19 6	iteration	19	iteration	6	1	478
19.5	20.5	20 6	iteration	20	iteration	6	1	558
20.5	21.5	21 6	iteration	21	iteration	6	1	598
21.5	22.5	22 6	iteration	22	iteration	6	1	638
22.5	23.5	23 6	iteration	23	iteration	6	1	678
23.5	24.5	24 6	iteration	24	iteration	6	1	718
24.5	25.5	25 6	iteration	25	iteration	6	1	758
25.5	26.5	26 6	iteration	26	iteration	6	1	798
26.5	27.5	27 6	iteration	27	iteration	6	1	838
27.5	28.5	28 6	iteration	28	iteration	6	1	878
28.5	29.5	29 6	iteration	29	iteration	6	1	918
29.5	30.5	30 6	iteration	30	iteration	6	1	998
30.5	31.5	31 6	iteration	31	iteration	6	1	1038
31.5	32.5	32 6	iteration	32	iteration	6	1	1078
32.5	33.5	33 6	iteration	33	iteration	6	1	1118
33.5	34.5	34 6	iteration	34	iteration	6	1	1158
34.5	35.5	35 6	iteration	35	iteration	6	1	1198
35.5	36.5	36 6	iteration	36	iteration	6	1	1238
36.5	37.5	37 6	iteration	37	iteration	6	1	1278
37.5	38.5	38 6	iteration	38	iteration	6	1	1318
38.5	39.5	39 6	iteration	39	iteration	6	1	1358
39.5	40.5	40 6	iteration	40	iteration	6	1	1438
-0.5	0.5	0 7	iteration	0	iteration	7	1	38
0.5	1.5	1 7	iteration	1	iteration	7	1	79
1.5	2.5	2 7	iteration	2	iteration	7	1	519
2.5	3.5	3 7	iteration	3	iteration	7	1	959
3.5	4.5	4 7	iteration	4	iteration	7	1	1399
4.5	5.5	5 7	iteration	5	iteration	7	1	1479
5.5	6.5	6 7	iteration	6	iteration	7	1	1519
6.5	7.5	1	iteration	7	iteration	7	1	41
7.5	8.5	8 7	iteration	8	iteration	7	1	1600
8.5	9.5	9 7	iteration	9	iteration	7	1	1640
9.5	10.5	10 7	iteration	10	iteration	7	1	119
10.5	11.5	11 7	iteration	11	iteration	7	1	159
11.5	12.5	12 7	iteration	12	iteration	7	1	199
12.5	13.5	13 7	iteration	13	iteration	7	1	239
13.5	14.5	14 7	iteration	14	iteration	7	1	279
14.5	15.5	15 7	iteration	15	iteration	7	1	319
15.5	16.5	16 7	iteration	16	iteration	7	1	359
16.5	17.5	17 7	iteration	17	iteration	7	1	399
17.5	18.5	18 7	iteration	18	iteration	7	1	439
18.5	19.5	19 7	iteration	19	iteration	7	1	479
19.5	20.5	20 7	iteration	20	iteration	7	1	559
20.5	21.5	21 7	iteration	21	iteration	7	1	599
21.5	22.5	22 7	iteration	22	iteration	7	1	639
22.5	23.5	23 7	iteration	23	iteration	7	1	679
23.5	24.5	24 7	iteration	24	iteration	7	1	719
24.5	25.5	25 7	iteration	25	iteration	7	1	759
25.5	26.5	26 7	iteration	26	iteration	7	1	799
26.5	27.5	27 7	iteration	27	iteration	7	1	839
27.5	28.5	28 7	iteration	28	iteration	7	1	879
28.5	29.5	29 7	iteration	29	iteration	7	1	919
29.5	30.5	30 7	iteration	30	iteration	7	1	999
30.5	31.5	31 7	iteration	31	iteration	7	1	1039
31.5	32.5	32 7	iteration	32	iteration	7	1	1079
32.5	33.5	33 7	iteration	33	iteration	7	1	1119
33.5	34.5	34 7	iteration	34	iteration	7	1	1159
34.5	35.5	35 7	iteration	35	iteration	7	1	1199
35.5	36.5	36 7	iteration	36	iteration	7	1	1239
36.5	37.5	37 7	iteration	37	iteration	7	1	1279
37.5	38.5	38 7	iteration	38	iteration	7	1	1319
38.5	39.5	39 7	iteration	39	iteration	7	1	1359
39.5	40.5	40 7	iteration	40	iteration	7	1	1439
-0.5	0.5	0 8	iteration	0	iteration	8	1	39
0.5	1.5	1 8	iteration	1	iteration	8	1	80
1.5	2.5	2 8	iteration	2	iteration	8	1	520
2.5	3.5	3 8	iteration	3	iteration	8	1	960
3.5	4.5	4 8	iteration	4	iteration	8	1	1400
4.5	5.5	5 8	iteration	5	iteration	8	1	1480
5.5	6.5	6 8	iteration	6	iteration	8	1	1520
6.5	7.5	7 8	iteration	7	iteration	8	1	1560
7.5	8.5	1	iteration	8	iteration	8	1	41
8.5	9.5	9 8	iteration	9	iteration	8	1	1641
9.5	10.5	10 8	iteration	10	iteration	8	1	120
10.5	11.5	11 8	iteration	11	iteration	8	1	160
11.5	12.5	12 8	iteration	12	iteration	8	1	200
12.5	13.5	13 8	iteration	13	iteration	8	1	240
13.5	14.5	14 8	iteration	14	iteration	8	1	280
14.5	15.5	15 8	iteration	15	iteration	8	1	320
15.5	16.5	16 8	iteration	16	iteration	8	1	360
16.5	17.5	17 8	iteration	17	iteration	8	1	400
17.5	18.5	18 8	iteration	18	iteration	8	1	440
18.5	19.5	19 8	iteration	19	iteration	8	1	480
19.5	20.5	20 8	iteration	20	iteration	8	1	560
20.5	21.5	21 8	iteration	21	iteration	8	1	600
21.5	22.5	22 8	iteration	22	iteration	8	1	640
22.5	23.5	23 8	iteration	23	iteration	8	1	680
23.5	24.5	24 8	iteration	24	iteration	8	1	720
24.5	25.5	25 8	iteration	25	iteration	8	1	760
25.5	26.5	26 8	iteration	26	iteration	8	1	800
26.5	27.5	27 8	iteration	27	iteration	8	1	840
27.5	28.5	28 8	iteration	28	iteration	8	1	880
28.5	29.5	29 8	iteration	29	iteration	8	1	920
29.5	30.5	30 8	iteration	30	iteration	8	1	1000
30.5	31.5	31 8	iteration	31	iteration	8	1	1040
31.5	32.5	32 8	iteration	32	iteration	8	1	1080
32.5	33.5	33 8	iteration	33	iteration	8	1	1120
33.5	34.5	34 8	iteration	34	iteration	8	1	1160
34.5	35.5	35 8	iteration	35	iteration	8	1	1200
35.5	36.5	36 8	iteration	36	iteration	8	1	1240
36.5	37.5	37 8	iteration	37	iteration	8	1	1280
37.5	38.5	38 8	iteration	38	iteration	8	1	1320
38.5	39.5	39 8	iteration	39	iteration	8	1	1360
39.5	40.5	40 8	iteration	40	iteration	8	1	1440
-0.5	0.5	0 9	iteration	0	iteration	9	1	40
0.5	1.5	1 9	iteration	1	iteration	9	1	81
1.5	2.5	2 9	iteration	2	iteration	9	1	521
2.5	3.5	3 9	iteration	3	iteration	9	1	961
3.5	4.5	4 9	iteration	4	iteration	9	1	1401
4.5	5.5	5 9	iteration	5	iteration	9	1	1481
5.5	6.5	6 9	iteration	6	iteration	9	1	1521
6.5	7.5	7 9	iteration	7	iteration	9	1	1561
7.5	8.5	8 9	iteration	8	iteration	9	1	1601
8.5	9.5	1	iteration	9	iteration	9	1	41
9.5	10.5	10 9	iteration	10	iteration	9	1	121
10.5	11.5	11 9	iteration	11	iteration	9	1	161
11.5	12.5	12 9	iteration	12	iteration	9	1	201
12.5	13.5	13 9	iteration	13	iteration	9	1	241
13.5	14.5	14 9	iteration	14	iteration	9	1	281
14.5	15.5	15 9	iteration	15	iteration	9	1	321
15.5	16.5	16 9	iteration	16	iteration	9	1	361
16.5	17.5	17 9	iteration	17	iteration	9	1	401
17.5	18.5	18 9	iteration	18	iteration	9	1	441
18.5	19.5	19 9	iteration	19	iteration	9	1	481
19.5	20.5	20 9	iteration	20	iteration	9	1	561
20.5	21.5	21 9	iteration	21	iteration	9	1	601
21.5	22.5	22 9	iteration	22	iteration	9	1	641
22.5	23.5	23 9	iteration	23	iteration	9	1	681
23.5	24.5	24 9	iteration	24	iteration	9	1	721
24.5	25.5	25 9	iteration	25	iteration	9	1	761
25.5	26.5	26 9	iteration	26	iteration	9	1	801
26.5	27.5	27 9	iteration	27	iteration	9	1	841
27.5	28.5	28 9	iteration	28	iteration	9	1	881
28.5	29.5	29 9	iteration	29	iteration	9	1	921
29.5	30.5	30 9	iteration	30	iteration	9	1	1001
30.5	31.5	31 9	iteration	31	iteration	9	1	1041
31.5	32.5	32 9	iteration	32	iteration	9	1	1081
32.5	33.5	33 9	iteration	33	iteration	9	1	1121
33.5	34.5	34 9	iteration	34	iteration	9	1	1161
34.5	35.5	35 9	iteration	35	iteration	9	1	1201
35.5	36.5	36 9	iteration	36	iteration	9	1	1241
36.5	37.5	37 9	iteration	37	iteration	9	1	1281
37.5	38.5	38 9	iteration	38	iteration	9	1	1321
38.5	39.5	39 9	iteration	39	iteration	9	1	1361
39.5	40.5	40 9	iteration	40	iteration	9	1	1441
-0.5	0.5	0 10	iteration	0	iteration	10	1	2
0.5	1.5	1 10	iteration	1	iteration	10	1	43
1.5	2.5	2 10	iteration	2	iteration	10	1	484
2.5	3.5	3 10	iteration	3	iteration	10	1	924
3.5	4.5	4 10	iteration	4	iteration	10	1	1364
4.5	5.5	5 10	iteration	5	iteration	10	1	1444
5.5	6.5	6 10	iteration	6	iteration	10	1	1484
6.5	7.5	7 10	iteration	7	iteration	10	1	1524
7.5	8.5	8 10	iteration	8	iteration	10	1	1564
8.5	9.5	9 10	iteration	9	iteration	10	1	1604
9.5	10.5	1	iteration	10	iteration	10	1	41
10.5	11.5	11 10	iteration	11	iteration	10	1	124
11.5	12.5	12 10	iteration	12	iteration	10	1	164
12.5	13.5	13 10	iteration	13	iteration	10	1	204
13.5	14.5	14 10	iteration	14	iteration	10	1	244
14.5	15.5	15 10	iteration	15	iteration	10	1	284
15.5	16.5	16 10	iteration	16	iteration	10	1	324
16.5	17.5	17 10	iteration	17	iteration	10	1	364
17.5	18.5	18 10	iteration	18	iteration	10	1	404
18.5	19.5	19 10	iteration	19	iteration	10	1	444
19.5	20.5	20 10	iteration	20	iteration	10	1	524
20.5	21.5	21 10	iteration	21	iteration	10	1	564
21.5	22.5	22 10	iteration	22	iteration	10	1	604
22.5	23.5	23 10	iteration	23	iteration	10	1	644
23.5	24.5	24 10	iteration	24	iteration	10	1	684
24.5	25.5	25 10	iteration	25	iteration	10	1	724
25.5	26.5	26 10	iteration	26	iteration	10	1	764
26.5	27.5	27 10	iteration	27	iteration	10	1	804
27.5	28.5	28 10	iteration	28	iteration	10	1	844
28.5	29.5	29 10	iteration	29	iteration	10	1	884
29.5	30.5	30 10	iteration	30	iteration	10	1	964
30.5	31.5	31 10	iteration	31	iteration	10	1	1004
31.5	32.5	32 10	iteration	32	iteration	10	1	1044
32.5	33.5	33 10	iteration	33	iteration	10	1	1084
33.5	34.5	34 10	iteration	34	iteration	10	1	1124
34.5	35.5	35 10	iteration	35	iteration	10	1	1164
35.5	36.5	36 10	iteration	36	iteration	10	1	1204
36.5	37.5	37 10	iteration	37	iteration	10	1	1244
37.5	38.5	38 10	iteration	38	iteration	10	1	1284
38.5	39.5	39 10	iteration	39	iteration	10	1	1324
39.5	40.5	40 10	iteration	40	iteration	10	1	1404
-0.5	0.5	0 11	iteration	0	iteration	11	1	3
0.5	1.5	1 11	iteration	1	iteration	11	1	44
1.5	2.5	2 11	iteration	2	iteration	11	1	485
2.5	3.5	3 11	iteration	3	iteration	11	1	925
3.5	4.5	4 11	iteration	4	iteration	11	1	1365
4.5	5.5	5 11	iteration	5	iteration	11	1	1445
5.5	6.5	6 11	iteration	6	iteration	11	1	1485
6.5	7.5	7 11	iteration	7	iteration	11	1	1525
7.5	8.5	8 11	iteration	8	iteration	11	1	1565
8.5	9.5	9 11	iteration	9	iteration	11	1	1605
9.5	10.5	10 11	iteration	10	iteration	11	1	84
10.5	11.5	1	iteration	11	iteration	11	1	41
11.5	12.5	12 11	iteration	12	iteration	11	1	165
12.5	13.5	13 11	iteration	13	iteration	11	1	205
13.5	14.5	14 11	iteration	14	iteration	11	1	245
14.5	15.5	15 11	iteration	15	iteration	11	1	285
15.5	16.5	16 11	iteration	16	iteration	11	1	325
16.5	17.5	17 11	iteration	17	iteration	11	1	365
17.5	18.5	18 11	iteration	18	iteration	11	1	405
18.5	19.5	19 11	iteration	19	iteration	11	1	445
19.5	20.5	20 11	iteration	20	iteration	11	1	525
20.5	21.5	21 11	iteration	21	iteration	11	1	565
21.5	22.5	22 11	iteration	22	iteration	11	1	605
22.5	23.5	23 11	iteration	23	iteration	11	1	645
23.5	24.5	24 11	iteration	24	iteration	11	1	685
24.5	25.5	25 11	iteration	25	iteration	11	1	725
25.5	26.5	26 11	iteration	26	iteration	11	1	765
26.5	27.5	27 11	iteration	27	iteration	11	1	805
27.5	28.5	28 11	iteration	28	iteration	11	1	845
28.5	29.5	29 11	iteration	29	iteration	11	1	885
29.5	30.5	30 11	iteration	30	iteration	11	1	965
30.5	31.5	31 11	iteration	31	iteration	11	1	1005
31.5	32.5	32 11	iteration	32	iteration	11	1	1045
32.5	33.5	33 11	iteration	33	iteration	11	1	1085
33.5	34.5	34 11	iteration	34	iteration	11	1	1125
34.5	35.5	35 11	iteration	35	iteration	11	1	1165
35.5	36.5	36 11	iteration	36	iteration	11	1	1205
36.5	37.5	37 11	iteration	37	iteration	11	1	1245
37.5	38.5	38 11	iteration	38	iteration	11	1	1285
38.5	39.5	39 11	iteration	39	iteration	11	1	1325
